trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.995}",25,0,-42.042395524492804,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.990025}",20,0,-31.54728023660398,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.985074875}",25,0,-220.28040827231845,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 4}",0
4,False,"{'a': 0.5, 'e': 0.980149500625}",25,0,-89.48033753923538,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.975248753121875}",20,0,-99.92593039778413,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9703725093562656}",25,0,-163.52291568826936,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9655206468094842}",20,0,-59.46203381124719,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9606930435754368}",25,0,-71.62615916478653,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.9558895783575596}",25,0,-100.41546294168849,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9511101304657719}",25,0,-143.76007714951487,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
11,False,"{'a': 0.5, 'e': 0.946354579813443}",20,0,-33.49463440707923,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.9416228069143757}",30,0,-151.61567487704812,"{0: 21, 1: 3, 2: 2, 3: 1, 4: 3}",0
13,False,"{'a': 0.5, 'e': 0.9369146928798039}",20,0,-135.9844743944834,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.9322301194154049}",35,0,-190.15834583931863,"{0: 20, 1: 2, 2: 8, 3: 4, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.9275689688183278}",25,0,-104.12677796489034,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.9229311239742362}",20,0,-97.08279613660515,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.918316468354365}",25,0,-122.10535233284159,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.9137248860125932}",25,10,-37.28958139657295,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
19,False,"{'a': 0.5, 'e': 0.9091562615825302}",20,0,-40.710229188697795,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.9046104802746175}",25,0,-58.09806846281767,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.9000874278732445}",30,0,-116.14252923803988,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.8955869907338783}",20,0,-106.36340022646924,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.8911090557802088}",20,0,-33.91944538741824,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.8866535105013078}",20,0,-125.88211266632207,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.8822202429488012}",20,0,-167.84771724105474,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.8778091417340572}",20,0,-83.38386151495403,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.873420096025387}",30,0,-53.02298570821617,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.86905299554526}",30,0,-220.74439529422412,"{0: 17, 1: 3, 2: 4, 3: 3, 4: 3}",0
29,False,"{'a': 0.5, 'e': 0.8647077305675337}",25,0,-104.9790292648595,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.8603841919146961}",30,0,-75.73284477620898,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.8560822709551226}",25,0,-140.20503057854165,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
32,False,"{'a': 0.5, 'e': 0.8518018596003469}",25,8,-124.41352820453908,"{0: 9, 1: 3, 2: 2, 3: 1, 4: 2}",1
33,False,"{'a': 0.5, 'e': 0.8475428503023452}",25,0,-86.48859867217946,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.8433051360508335}",20,0,-92.35707201548423,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.8390886103705792}",25,0,-119.52224691464637,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.8348931673187264}",20,0,-90.99066262497408,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.8307187014821328}",25,0,-149.08440508228514,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
38,False,"{'a': 0.5, 'e': 0.826565107974722}",25,0,-48.286058675717584,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.8224322824348484}",25,0,-141.21165477509064,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
40,False,"{'a': 0.5, 'e': 0.8183201210226743}",30,0,-97.35553493786678,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.8142285204175609}",20,0,-50.11277652850853,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.810157377815473}",20,4,-80.29279828338912,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 1}",1
43,False,"{'a': 0.5, 'e': 0.8061065909263957}",25,0,-88.42816363531351,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.8020760579717637}",25,0,-109.43010752086953,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.7980656776819048}",35,15,-25.374351654223172,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
46,False,"{'a': 0.5, 'e': 0.7940753492934953}",25,0,-70.67629960903895,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.7901049725470278}",25,0,-106.64527943380939,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.7861544476842928}",25,7,-21.547276152029585,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.7822236754458712}",20,0,-5.200749265064025,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.7783125570686419}",20,0,-62.85471535884507,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.7744209942832987}",30,2,-112.89685720158027,"{0: 19, 1: 1, 2: 5, 3: 2, 4: 1}",1
52,False,"{'a': 0.5, 'e': 0.7705488893118821}",20,0,-47.4113312389586,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
53,False,"{'a': 0.5, 'e': 0.7666961448653228}",30,0,-7.179181353459772,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.7628626641409961}",30,0,-125.81501384672887,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
55,False,"{'a': 0.5, 'e': 0.7590483508202912}",35,13,-31.21329665580244,"{0: 14, 1: 6, 2: 2, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.7552531090661897}",25,0,-86.99409615172131,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.7514768435208588}",25,0,-83.0701329923587,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.7477194593032545}",25,7,-108.92335793527651,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 1}",1
59,False,"{'a': 0.5, 'e': 0.7439808620067382}",30,0,-84.82435630743107,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",1
60,False,"{'a': 0.5, 'e': 0.7402609576967045}",20,0,-54.46329965384767,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.736559652908221}",25,7,-167.35109185305032,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 4}",1
62,False,"{'a': 0.5, 'e': 0.7328768546436798}",30,0,-97.36976405792554,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.7292124703704614}",25,0,-72.78199344287059,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.7255664080186092}",20,0,-130.3532784525424,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
65,False,"{'a': 0.5, 'e': 0.7219385759785161}",30,13,-23.70712511854716,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.7183288830986235}",35,14,-76.68887247693361,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 1}",1
67,False,"{'a': 0.5, 'e': 0.7147372386831303}",20,0,-82.19575042519834,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.7111635524897147}",20,0,-26.410805016861808,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.7076077347272661}",25,0,-59.42398066194238,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.7040696960536298}",35,22,-27.61915306501793,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.7005493475733616}",30,0,-52.347518506536,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.6970466008354949}",25,0,-49.84644064931555,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.6935613678313174}",25,18,-20.712608145535867,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.6900935609921608}",25,6,-80.93641687839396,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 2}",1
75,False,"{'a': 0.5, 'e': 0.6866430931872}",20,0,-57.69836643088265,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.683209877721264}",20,12,-26.747020659835638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
77,False,"{'a': 0.5, 'e': 0.6797938283326577}",20,0,-71.57931739236436,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.6763948591909944}",35,8,-128.1638804665934,"{0: 15, 1: 4, 2: 5, 3: 2, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.6730128848950394}",25,3,-97.21400197694558,"{0: 11, 1: 5, 2: 5, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.6696478204705641}",25,0,-50.78173549426668,"{0: 19, 1: 4, 2: 0, 3: 1, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.6662995813682113}",35,18,-12.398575284384782,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.6629680834613703}",25,0,-62.91818678800586,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.6596532430440635}",20,0,-22.388320238338352,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.6563549768288431}",20,0,-98.52072421415299,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
85,False,"{'a': 0.5, 'e': 0.653073201944699}",30,1,-25.74631925584832,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.6498078359349754}",25,0,-94.3094559752907,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.6465587967553006}",20,0,-129.05494950596926,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.6433260027715241}",25,0,-156.23497021643763,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
89,False,"{'a': 0.5, 'e': 0.6401093727576664}",30,8,-36.74425402541388,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.6369088258938781}",35,0,-55.58208427476542,"{0: 27, 1: 1, 2: 5, 3: 2, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.6337242817644086}",25,0,-97.10951743548785,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.6305556603555866}",20,0,-52.83874169558153,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.6274028820538087}",25,7,-23.30417171103717,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.6242658676435396}",30,0,-225.78956579422191,"{0: 17, 1: 3, 2: 5, 3: 1, 4: 4}",0
95,False,"{'a': 0.5, 'e': 0.621144538305322}",20,0,-77.4494585638033,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.6180388156137954}",30,17,-82.68275630860069,"{0: 6, 1: 2, 2: 4, 3: 0, 4: 1}",1
97,False,"{'a': 0.5, 'e': 0.6149486215357264}",20,4,-95.32974342716126,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
98,False,"{'a': 0.5, 'e': 0.6118738784280477}",20,0,-155.52770356708612,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",1
99,False,"{'a': 0.5, 'e': 0.6088145090359075}",25,0,-125.88420051821878,"{0: 17, 1: 1, 2: 2, 3: 4, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.6057704364907279}",25,16,-38.62885869899722,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
101,False,"{'a': 0.5, 'e': 0.6027415843082743}",25,0,-36.00445843730893,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.599727876386733}",20,10,6.964932701903596,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.5967292370047993}",20,7,-28.396418133756487,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.5937455908197753}",20,15,-12.839385321011441,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.5907768628656764}",25,13,-9.60475887625543,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.587822978551348}",25,0,-121.17100459245451,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.5848838636585912}",20,3,5.871953686473968,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.5819594443402983}",30,0,-156.08457448165913,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.5790496471185967}",20,0,19.268324080481165,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.5761543988830038}",30,0,-102.58362539251657,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
111,False,"{'a': 0.5, 'e': 0.5732736268885887}",30,15,-15.374919754526752,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.5704072587541459}",20,0,-153.31212944874298,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
113,False,"{'a': 0.5, 'e': 0.5675552224603752}",20,3,1.9417641014450648,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.5647174463480732}",20,14,3.366828830780529,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.5618938591163328}",30,0,-74.37316555359288,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.5590843898207511}",25,4,-90.80674472754994,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.5562889678716474}",25,16,16.258683217436012,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.5535075230322892}",20,13,-15.045354210832695,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.5507399854171278}",20,0,-90.99707004370349,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
120,False,"{'a': 0.5, 'e': 0.5479862854900421}",30,4,16.783150265395857,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.5452463540625919}",20,3,-14.656122170337413,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.542520122292279}",20,0,-60.043345173833636,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.5398075216808176}",20,0,8.48434569380793,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.5371084840724134}",20,0,-113.26300942338335,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.5344229416520514}",30,16,-48.26084652377457,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.5317508269437912}",20,0,-9.445941706564671,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.5290920728090721}",20,8,-44.44201993238546,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.5264466124450268}",25,0,-100.89056832003155,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
129,False,"{'a': 0.5, 'e': 0.5238143793828016}",20,0,-54.35785073275746,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.5211953074858876}",20,0,-14.317825093993212,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.5185893309484582}",25,5,5.049462429057269,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.515996384293716}",20,10,-31.36032204877057,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.5134164023722474}",30,0,-93.847712073611,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
134,False,"{'a': 0.5, 'e': 0.5108493203603861}",20,9,7.228114959062368,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.5082950737585842}",20,0,-24.71207971336078,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.5057535983897913}",25,11,-64.83329679867508,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.5032248303978423}",25,4,11.78206042657288,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.5007087062458531}",25,0,-0.21922258650961568,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.4982051627146238}",35,11,-55.36900772804704,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
140,False,"{'a': 0.5, 'e': 0.4957141369010507}",20,6,-47.74676613644355,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.4932355662165454}",20,0,-48.56345394727996,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.4907693883854627}",30,16,-7.749744843228259,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.4883155414435354}",30,3,-17.220700331822176,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.4858739637363177}",30,0,-76.37609804214758,"{0: 21, 1: 3, 2: 3, 3: 3, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.4834445939176361}",25,5,0.996045321784963,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.4810273709480479}",25,10,24.094702266860097,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.4786222340933077}",25,10,-16.89000803128707,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.47622912292284114}",20,9,22.46600048166233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.4738479773082269}",25,11,-22.236167212574124,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.4714787374216858}",25,12,-49.154463691962185,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.46912134373457737}",25,0,-3.779977806179658,"{0: 19, 1: 5, 2: 1, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.46677573701590447}",30,0,-99.51063575909886,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
153,False,"{'a': 0.5, 'e': 0.46444185833082496}",30,19,-41.98482499943216,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.46211964903917085}",20,10,-28.965513723863705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
155,False,"{'a': 0.5, 'e': 0.459809050793975}",25,5,-75.89889825429577,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
156,False,"{'a': 0.5, 'e': 0.4575100055400051}",30,0,-91.60180233981575,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.45522245551230506}",25,0,-107.31832968014643,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.45294634323474353}",20,0,-168.00958437975046,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
159,False,"{'a': 0.5, 'e': 0.45068161151856984}",30,2,-64.88222015959741,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 2}",1
160,False,"{'a': 0.5, 'e': 0.44842820346097695}",25,4,16.233032856428657,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.4461860624436721}",25,14,9.4815255955999,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.4439551321314537}",25,17,13.15031540381643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.4417353564707964}",25,11,25.85984472759464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.43952667968844245}",30,15,11.547439558284276,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.43732904629000025}",20,0,-58.04164269110452,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.43514240105855023}",25,14,-7.638952507816372,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.4329666890532575}",20,12,13.99828015060366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.4308018556079912}",20,0,20.53855640507472,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.42864784632995123}",25,13,21.65153324823224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.4265046070983015}",20,0,-43.63835130322985,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.42437208406280996}",20,0,29.66211002553351,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.4222502236424959}",20,2,15.906748208218461,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.42013897252428345}",30,4,19.695952184865494,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.418038277661662}",20,16,5.695392758038815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.4159480862733537}",25,5,-41.01229413994342,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.41386834584198695}",25,0,24.31682074374601,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.41179900411277703}",35,0,-132.25412114028924,"{0: 23, 1: 1, 2: 8, 3: 2, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.40974000909221314}",25,0,-9.18530992164448,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.40769130904675205}",30,20,-30.137162440528012,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.4056528525015183}",25,12,4.082522111911319,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.4036245882390107}",20,15,7.825313893032378,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.40160646529781563}",30,21,-29.260720059837645,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.3995984329713266}",20,0,-94.2483289630204,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.39760044080646995}",30,8,-35.89880889435929,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
